id,timestamp,text
927209,2009-04-07T02:27:36Z,@tracymacy  thanks hun. my appointment isn't until 2pm but we have to travel an hour to get there. i hope you're feeling better soon 
931608,2009-04-07T02:29:09Z,family took rumzi to spring creek in mansfield for his 32nd bd!  can't find my glasses for reading.  
945262,2009-04-07T02:33:39Z,"@tangledtara ha what a good idea, methinks i need to do some proper exercise and stop eating so many sweets, no more dip-dab saturday "
945619,2009-04-07T02:33:46Z,finally broke my exercise bike this morning   urgently need a new one...hoping to pick one up at lunchtime!
975009,2009-04-07T02:43:28Z,"today i wear ian's hoodie. i'm tired, my allergies are acting up, and it's like musical all over again. "
980853,2009-04-07T02:45:18Z,musicc&lt;3. confuseeed. 
985405,2009-04-07T02:46:41Z,waiting to go to work...all my family is sleeping and i am not...  not fair.
1022451,2009-04-07T02:58:21Z,@reivanna sorry to hear it reivanna  chronic ones i assume?
1050160,2009-04-07T03:06:41Z,missed music monday 
1070457,2009-04-07T03:12:58Z,not very happy because my laptop decided to delete all my music 
1085717,2009-04-07T03:17:30Z,okay off to do some job hunting.. can you believe a small gaming comp told me i was over qualified with experience &gt;.&lt; for real  ninnies
1085911,2009-04-07T03:17:34Z,saracens losing andy farrell to retirement 
1144868,2009-04-07T03:34:28Z,nt far i want to go c the boat that rocked but no one will come with me nd i'm nt travelling 2 canterbury on my own 
1156801,2009-04-07T03:37:52Z,disappointed in missing out on a music video lead role 
1161605,2009-04-07T03:39:13Z,"again at 3:45 during the morning, the crazy old lady downstairs had her music turn on.... uggg "
1172667,2009-04-07T03:42:16Z,"@andrevr yes, but sadly i can't make it  family commitment from forever ago..."
1174148,2009-04-07T03:42:41Z,"just finished crying her eyes out, parenting a preteen is hard "
1175871,2009-04-07T03:43:09Z,def taking my northface out of what i thought was retirement 
1189888,2009-04-07T03:46:54Z,i still want more followers.... celebrities!! for my challenge is not working too well!! 
1196255,2009-04-07T03:48:35Z,@sportsgirlsplay i coach too. forced into retirement a good few years ago due to injury  you coach in the us?
1198987,2009-04-07T03:49:18Z,bedtimee. not that i'm doing anything tomorrow. stopit music 
1224978,2009-04-07T03:56:06Z,shed a tear for &quot;gran torino&quot;  another vintage from the clint eastwood stable of movies
1228216,2009-04-07T03:56:57Z,"i woke up to find snow, had to scrape my car and its 30 degrees!!! i miss fl and my disney family so bad "
1292350,2009-04-07T04:12:44Z,i need a free music web-site to listen to at work!!!!  they blocked playlist.com 
1296453,2009-04-07T04:13:43Z,i wish i had a tour manager to sort out my travel stuff. and someone to pay for it all too. sucks to empty the savings  
1332611,2009-04-07T04:22:11Z,god damn...these hurt ribs are seriously cramping my exercise style. 
1351664,2009-04-07T04:26:34Z,just stopped in at subway. they didn't have the fearless songbook at music cellar  spent 6.50 on theory books i don't even want :/
1381931,2009-04-07T04:33:15Z,time to go to work  must stop knitting 
1385685,2009-04-07T04:34:04Z,@holliebox sounds like back when i was in college and had to submit a perfectly replicated musical recording as a .mid file. 
1385717,2009-04-07T04:34:05Z,@sinjax alas musicbrainz does not recognise the mp3  http://content.ytmnd.com/content/1/2/a/12a04f12b7524534b0275a0ab5fcab9e.mp3
1423069,2009-04-07T04:42:08Z,"@lindseymaemusic it's like that here in michigan, as well. =/ i want the summerrrrrrrrr! "
1431652,2009-04-07T04:44:00Z,really liking the new yahoo music pages http://new.music.yahoo.com/velvet-underground. the only problem is that it uses rhapsody 
1432346,2009-04-07T04:44:07Z,"happy birthday, @rrdad! too bad you also are travelling today. "
1433634,2009-04-07T04:44:23Z,chris and i have been up for over an hour and a half while the rest of the family sleeps. yay pacific time! 
1475367,2009-04-07T04:53:13Z,deep papercut on miles to go.  :/...listening to music.
1478667,2009-04-07T04:53:56Z,no new tom music? 
1499159,2009-04-07T04:58:13Z,"long day of moving and painting with the fam, they even &quot;treated&quot; me to a huge mcdonnalds dinner   people need to learn about health food"
1501843,2009-04-07T04:58:46Z,"time to sleep, to much research makes me sleepy and wanting to travel again sooner "
1554347,2009-04-07T05:09:01Z,"wow....wrote 4 pages in one hour, while playing around with music downloads...lol...i knew i could write the paper!!! now math hw "
1580689,2009-04-07T05:14:06Z,@oceanmommy i'm so sorry steph.   praying for ryker's family this morning. so very sad.
1632275,2009-04-07T05:23:48Z,8.30 pm still at musica. *sigh... 
1653655,2009-04-07T05:27:43Z,sick on top of my chronic issues...home work even though i just had 3 weeks off and have a short week this week! just so ill... blah! 
1654370,2009-04-07T05:27:51Z,"rant of the day-people who don't spell my name right.  examples-my fiance's entire family, my realtor, people who reply to my emails, etc "
1657927,2009-04-07T05:28:30Z,and now... time to get ready for my exercise class... what a fun morning this has been 
1663692,2009-04-07T05:29:34Z,the earthquake in italy happened to be near my family's heritage... 
1712598,2009-04-07T05:38:19Z,"wow, being 16 sucks so far, sick. and i cant even listen to my music or sing because my throat and ears are infected. oh joy "
1745530,2009-04-07T05:44:12Z,"just spent 30 minutes knitting, tinking, re-knitting and re-tinking a row of lace on my swallowtail shawl. lace is so relaxing. "
1765906,2009-04-07T05:47:49Z,having some technical issues - travel pages updated and uploaded - but the site won't show for some reason  - break time i think...brb
1766293,2009-04-07T05:47:54Z,"thinking about chris, erin, and family today. they have to say goodbye to their beloved dad and newly made grandpa! "
1770420,2009-04-07T05:48:37Z,ok so i may not be able to see hair today  but i am probably going to see sherie rene scot's new musical at 2nd stage
1795339,2009-04-07T05:53:04Z,"just wants to sleep, no matter how much she's missed school, people, and playing music.  she's just worn out, and it's only tuesday.  "
1805181,2009-04-07T05:54:50Z,"@robsthell i tried my best to deter my family from the shit storm that is nicholas cage, but i failed. "
1823028,2009-04-07T05:58:00Z,was painting the bench white.. but then it started raining now i have to start all over agaiin 
1828894,2009-04-07T05:59:00Z,@musicalsara aww dear  so sorry to hear that
1834389,2009-04-07T06:00:01Z,today is turning into a frustrating exercise of &quot;ignore the consultant because we want an easy sale - someone else can fix it later on&quot; 
1881058,2009-04-07T06:08:10Z,"rented 4 movies, gotz popcorn...now have to work then watch them later "
1913766,2009-04-07T06:13:57Z,"i am equipped with new music, including the best of meatloaf w/ 12m &quot;i would do...&quot; - couldn't find 17m version  - wooha"
1946942,2009-04-07T06:19:48Z,"@rdavidian i love piano! my mom played, and it's my favorite music. i'd take it up again, but my fingers are too arthritic. "
1965697,2009-04-07T06:23:09Z,got invited to play the national anthem on the cello at the tony salidino tournament! had to say no because i dont have the music 
1974958,2009-04-07T06:24:49Z,is chillin n listenin 2 some music and sitttin in the sun...bout 2 start some boring uni wrk! 
2005297,2009-04-07T06:30:09Z,@shannonherod oh noooooo.....that is horrible.  pets are our babies - our family members. it's never easy. i'm thinking of u - be strong.
2055961,2009-04-07T06:39:05Z,back after spending a couple of days with my sis and her family. it's now raining  should be doing something about the ironing.
2079110,2009-04-07T06:43:11Z,the only negative about my new panera office? the elevator music...snore. kind of annoying actually. forgot headphones 
2190198,2009-04-07T07:03:08Z,"@royalbluestuey haha. little scared of the public stage eh? i love it. i like to travel, just don't get a chance to do it very often. "
2203198,2009-04-07T07:05:24Z,"edison, please don't shut my power off yet or i will have no music to play all day "
2288624,2009-04-07T07:20:39Z,does anyone have a copy of the newer family force 5 cd?? myne is all scratched and i never put it on my my computer 
2314615,2009-04-07T07:25:21Z,"retweeting @93octane: the musician who inspired me to pick up the bass, chi cheng of the deftones, is still in a coma since 11/4/08. "
2340322,2009-04-07T07:29:58Z,i never made &lt;a href=&quot;http://www.apple.com/downloads/dashboard/music/redalarmclock.html&quot;&gt;red alarm clock&lt;/a&gt; work 
2344021,2009-04-07T07:30:36Z,just woke up and ready to work on some crazy .................... school project  no music for me today
2371322,2009-04-07T07:35:28Z,had my studio taken over by some bloody musicians. that leaves me stuck in the office. 
2394430,2009-04-07T07:39:40Z,"@madmup we watch my name is earl, reaper, chuck, castle and kind of dollhouse together and @bishma also watches sarah connor chronicles. "
2422067,2009-04-07T07:44:35Z,? mnh ch?ng mu?n ngh? ??n vi?c ch?ng l?y   8/3 ny http://afamily.channelvn.net/20090306055417830tm0ca99/phim-hay-vtv1-co-dau-chay-tron
80466183,2009-04-17T19:30:51Z,"@lorenzohenrie i could go for some italian food right now, my family doesn't eat enough of it "
80471459,2009-04-17T19:31:39Z,dear at&amp;t:  get your act together with the coachella webcast.  i missed the hold steady end.    http://music.att.com
80471920,2009-04-17T19:31:46Z,omg just got in..i went to uri today. then drove around ri and then went to outlets and then went to visit family.didn't get to c friends 
80472624,2009-04-17T19:31:51Z,@thehoneyfamily i went to the wrong show  there was no conga line in ohio.
80472819,2009-04-17T19:31:55Z,in savannah wt the other family 
80716631,2009-04-17T20:12:03Z,@iamthecommodore i couldnt make it ! &gt;.&lt; i went to the movies. sooo sorry. 
80716678,2009-04-17T20:12:03Z,@mcrmuffin i am so sorry  god i'd love to talk to you honey. similar things with my family 
80770964,2009-04-17T20:21:32Z,"end of the night and work week.  wahoo!!! long day tomorrow, family stuff and volunteering at local pbs tv action aution. its wine day. "
80771774,2009-04-17T20:21:41Z,my parents wouldnt let me go to movies 
80793667,2009-04-17T20:25:31Z,music is the only that i love because have no girlfriend 
80824983,2009-04-17T20:30:58Z,@cherrybumbum yahh!!! but ur going to l.a. right?  im on the opposite side of the us...travel safely shin...*kssen*
80829409,2009-04-17T20:31:43Z,gardening faery does not exist.  
80834629,2009-04-17T20:32:36Z,"@macmuso i have family that just moved to tassie, it looks gorgeous. i am so jealous. our acreage here is nice, but not green at all... "
80855754,2009-04-17T20:36:16Z,"@sariahmusicnow give adriane my love, i'm not feeling to well or i'd call your phone and sing happy b'day "
80863808,2009-04-17T20:37:41Z,pray for my family in minnesota. my uncle is not doing well and will be passing soon. 
80916499,2009-04-17T20:47:14Z,watching family matters... steve always says the saddest things... 
80991087,2009-04-17T21:00:40Z,@ricklondon hehe..making more competition for myself!  .. i'm going to try to pen something for your cartoon of mariel &amp; family
82873074,2009-04-18T05:56:09Z,nearly the end of the family visiting  zoo was brilliant and loving the sun sun sun! having a cheeky drinkies x
82874141,2009-04-18T05:56:23Z,hw cm mtv duznt show music anymore? all v c is a bunch of guys n grls arguing n bitching abt 1anothr. where has d music gone? 
82889846,2009-04-18T05:59:33Z,rip little mouse. i'm sure your family will miss you buddy 
82914872,2009-04-18T06:04:21Z,@go4music sooo sunny! typical that the weather gets nice just as my holidays finish 
82920823,2009-04-18T06:05:29Z,@dandy_sephy no. only close friends and family i'm afraid. i'm only a work colleague. 
82945219,2009-04-18T06:10:17Z,"funtime over, back to the painting "
82976552,2009-04-18T06:16:04Z,"how come in movies when people need a drink, they take a swig and are instantly satisfied?  never happens for me. "
83004308,2009-04-18T06:20:34Z,@xkeijukainenx wtf? i would disown my family if they did that!  that's some bs and i feel bad for your mommy. 
83009575,2009-04-18T06:21:27Z,is it just me or are the two guys on that series &quot;departures&quot; kind of dicks? dicks who get to travel the globe and see interesting places 
83055787,2009-04-18T06:29:21Z,ive told her she either stops painting or i refuse to sleep in my room and she wont stop painting 
83064347,2009-04-18T06:30:44Z,"i hate the fung wah bus.. worse, my ipod music library mysertiously deleted   apple sucks and fung wah sucks. boston till tomorrow... #fb"
83128557,2009-04-18T06:41:26Z,"listening to music, someone keeps deleting my fav songs "
83144473,2009-04-18T06:44:12Z,"@dogtravelcomp hello, i can't seem to get the site to add my business listing to the shopping cart.  "
83148044,2009-04-18T06:44:50Z,chillin in my room an listening to music. boring day! i want to see you right now. 
83151976,2009-04-18T06:45:30Z,photo: taking names and kicking arse - gouache on second hand canvas i struggle with painting  http://tumblr.com/xki1m214j
83177812,2009-04-18T06:50:09Z,trying to get various family members to commit to seeing u2 in vegas. not having much luck 
83179298,2009-04-18T06:50:23Z,good morning all! finally home from work... geez the night from hell! and wishing i could have gone to the coachella music fest! 
83181793,2009-04-18T06:50:49Z,missing my family in the usa 
83182263,2009-04-18T06:50:55Z,has just finished painting me shelfs (thank god) the bad thing is that if i not done it right i have to do it all over again 
83211185,2009-04-18T06:55:57Z,trying to stuff as much stuff as possible into the packet i'm going to mail home. hating on the air travel luggage restraints! 
83238537,2009-04-18T07:00:29Z,"one more hour of painting and i'm done, for today anyway. i let my mini roller dry out &amp; it's making a right hash of rolling now "
83260579,2009-04-18T07:04:06Z,"@stephjonesmusic i do that tooo to my waffles!! i ? it, please don't talk about waffles because i been craving it for 2 months "
83298163,2009-04-18T07:10:19Z,"@greyeyes yeah, that does bother me a lot as well.  i'm all for multiculturalism as long as someone isn't being hurt or oppressed."
83335152,2009-04-18T07:16:04Z,just realizes that he has no camera to take for his goa/karnataka family trip 
83392972,2009-04-18T07:25:24Z,suppose to be going out tonight but feel ill so it's family guy marathon on bbc3 later and cdwm now. rock and roll 
83480704,2009-04-18T07:39:50Z,has to go to work but cannot be bothered! just want to stay home and sing  5 hours of family guy tonite!! woop
83491065,2009-04-18T07:41:28Z,"family cold/allergies. all kind of out of it, and on such a gorgeous day   hope everyone's enjoying their saturday!"
83521551,2009-04-18T07:46:27Z,@thinkreferrals i don't know if my friends and family will support me... 
83545282,2009-04-18T07:50:20Z,the &quot;hopeful&quot; music video is not ready ... going crazy on how i want to do it ... 
83576832,2009-04-18T07:55:29Z,so i didn't go jogging (yet) got caught up making the family breakfast that i can't eat *carbs i miss you soo much* 
83608083,2009-04-18T08:00:25Z,the music in arbys is depressing. 
83611359,2009-04-18T08:00:53Z,is going 2 finish painting. nd goin 2 clean. ohh wat fun 
83644201,2009-04-18T08:06:03Z,@fearnecotton only good music !! too bad i don't live in the uk anymore... 
83711285,2009-04-18T08:16:37Z,don't suppose anyone has a good website to download mp3s on hand? i accidentally deleted most of my music 
83898536,2009-04-18T08:46:13Z,is hearing family drama coming from the other room.  
83962820,2009-04-18T08:56:15Z,"@tommcfly i feel sad, i couldn't travel to see you guys in amsterdam!  can you come to norway soon?"
83983812,2009-04-18T08:59:32Z,@nyfritz the concert was pretty awesome. their banter and interaction with the crowd was even better than the music. sad about one-acts. 
83984896,2009-04-18T08:59:43Z,"well, had to bite the bullet and reformat the hard drive and reload xp on the family desktop.  virus had it screwed up beyond repair "
83988173,2009-04-18T09:00:09Z,argh!! i tired what looked like the most-lite torpedo at quiznos and after looking up nutrition info it was still 14 points 
83992508,2009-04-18T09:00:45Z,busy day gardening and planting seeds today  now to start with the work 
84056475,2009-04-18T09:10:37Z,@courtney_37 wow i was really excited about that music video then it was pretty lame 
84091463,2009-04-18T09:16:07Z,hmmm that pb&amp;j was bomb! sb is over!  movies today with the bestie!
84091924,2009-04-18T09:16:10Z,@inmykitchen nah bro  i need em asap tho..the maybach music 2 floating about sumwhere tho
84184816,2009-04-18T09:30:46Z,listening to some dance music getting dressed for tonight yeah   no booze tho 
84195140,2009-04-18T09:32:22Z,@ingridmusic 62 farhenheit and cloudy. i'm sorry 
84221436,2009-04-18T09:36:30Z,@therealjordin  there's no beach here..but i am pretty sure its nice outside..im going to the movies today though.. you're lucky!!
84249710,2009-04-18T09:40:57Z,"is doing a project  sucks! but looking forward to tomorrow, having greek easter with family!"
85300563,2009-04-18T12:24:06Z,"listens old russian pop group tatu, blasting from passing car.  benya is asleep and does not like loud music "
85360289,2009-04-18T12:33:25Z,i am listening music but i still lost in twitter 
85365599,2009-04-18T12:34:17Z,wants more celebrities to come to england  .. i miss florida real bad 
85430405,2009-04-18T12:44:30Z,"@mariekevdp hmm musical is not really my thing, but i'll see what i can do for you. i'm off to bed now, have a headache  nn! xoxo"
85453455,2009-04-18T12:48:14Z,bout to leave but dont want to leave my new music set up 
85460547,2009-04-18T12:49:23Z,ok...never start painting a wall and not put on shoes you dont care about. 
85460625,2009-04-18T12:49:22Z,"@broyhill_inn family today, business event tomorrow!  when we get back, it's going to snow!  "
85460655,2009-04-18T12:49:23Z,@phillprice currently got the mk5 golf &amp; love it. wanted a mk6 but too small for the family now  got a new mazda 6 coming monday 
85461913,2009-04-18T12:49:36Z,@hansonmusic i wish the fan event in tulsa was not during my college graduation  miss you guys!
85462565,2009-04-18T12:49:43Z,uh oh...thunder. so much for having cute hair at &quot;another music festival&quot; tonight...rain will ruin it. 
85582053,2009-04-18T13:08:41Z,"@k_anelundi is wondering when times are tough why people kill their entire family    i don't get it, kill yourself not the children."
85583100,2009-04-18T13:08:49Z,can't get into the cleaning/packing groove today. want to be at coachella too bad... so sad  guess i'll listen to music? bah. more coffee
85586315,2009-04-18T13:09:24Z,"this music make me soo happy and soo sad,because its over today  ...#asot400"
85612532,2009-04-18T13:13:34Z,seriously having to force myself from doing the music today. term papers are unfortunately more important today and that's not fun 
85641668,2009-04-18T13:18:15Z,#asot400 noooo! technology fail! bring me back my music! 
85643193,2009-04-18T13:18:31Z,@musicalverse too much choice! but been searching for other uk drama (school?) students to follow with nothing but fail  bizarre.
85650857,2009-04-18T13:19:46Z,watching ice princess on abc family. i'm boooored  but i'm going to in&amp; out soon! yaaaaaay
85651272,2009-04-18T13:19:51Z,i'm boardin' ...off to germany xxx miss the family  kiss texas 4 me
85733206,2009-04-18T13:33:06Z,"the limo has pretty lights,ugh stupid rap music though "
85740441,2009-04-18T13:34:17Z,the kasabian single that is played on the sony bravia zoetrope ad is not available until june. probably not the best way to sell music. 
85743201,2009-04-18T13:34:43Z,"26 mile ride today,  got to see my brother-in-law and his family. good day so far! yard work may be the plan for the afternoon. "
85768760,2009-04-18T13:38:55Z, alex gaskarth is so amazing and to shop with him would be great. but nooo we have to go to the movies to go see stupid hannie montannie!
85800200,2009-04-18T13:43:59Z,@blondekatie ...my pryers goes out to you and you family and everyone that know your uncle frank 
85862875,2009-04-18T13:54:13Z,"@blackandred im not a very musical person, ive got no hand-eye coordantion to play any instroment very well "
85891730,2009-04-18T13:58:57Z,"it was supposed to rain a whole bunch today, so i didn't go out to old settler's music festival. now it looks really nice outside. "
85926139,2009-04-18T14:04:21Z,abandoning my poor family fir a study day. stoopid tax  #fb
85926788,2009-04-18T14:04:28Z,@singsangsung3 too late for that now. no one wanted to go with me.  people need to widen their verizons in music!
85952838,2009-04-18T14:08:41Z,@hayleyparamore nt long til u gys r on tour wit no doubt! gutted there r no uk dates  seen any good movies recently? need something 2 do!
86019633,2009-04-18T14:19:34Z,i wish my family would accept me like they do my brother.  
86084581,2009-04-18T14:30:17Z,"el londres tomorrow, having withdrawal symptoms from the besties though   tuesday shall fix that - for now, music eases academic pain....."
86106509,2009-04-18T14:33:51Z,noooooo! family guy on bbc3 for the next 3 hours...i should really go to bed at somepoint soon though  and i'll miss new fg tomorrow. grrr
86108262,2009-04-18T14:34:11Z,@sorcha69 i liked the idea behind it but yeah it wasn't well done but think that about most horror movies 
86136400,2009-04-18T14:38:50Z,twaiting for wife to come down stairs then will knock out some tivo. she leaves again tomorrow.  she has to travel too much.
86140085,2009-04-18T14:39:30Z,so i'll just be waiting here for 14 hours for my music to copy on to my other computer.. 
86142435,2009-04-18T14:39:52Z,i love how i get a picture every 5 minutes from my family in key west...i also love how i was invited. 
86172823,2009-04-18T14:44:53Z,i'm feeling lonely today; i miss my family 
86176070,2009-04-18T14:45:21Z,family just left...  back to the basics
86199221,2009-04-18T14:49:15Z,"hermes watch, friend + family 20 off @saks...should or should not "
86199259,2009-04-18T14:49:15Z,"stuff i miss about boston and philadelphia: dunkin donuts, ne clam chowder, wawa, cheesesteak and of course friends and family. "
86206641,2009-04-18T14:50:28Z,i dont follow this  but music is still in my soul
86237014,2009-04-18T14:55:28Z,is not going to the concert anymore...migraines + loud music aren't a good mixture 
86259700,2009-04-18T14:59:15Z,@lilyroseallen i feel connect to your music i love your style but i think you have to be nicier with your fans 
86263031,2009-04-18T14:59:51Z,# of nyc celebrity street vendors &gt; # of poa celebrities  http://streetvendor.org/media/pdfs/side2.pdf
86290810,2009-04-18T15:04:13Z,"the code never leaves me alone. uggg. i was planning on gardening, but i think the code will eat my time today.. "
86294633,2009-04-18T15:04:52Z,wtf i was just in other music and apparently right after jason schwartzman dropped in? 
86322219,2009-04-18T15:09:28Z,"if piratebays getting shutdown and downloading is soon to be illegal, and i do a music course in uni... will saas buy me cd's? "
86325569,2009-04-18T15:10:00Z,at the movies. seeing hannah montana. i couldnt convince malena to see anything else.  lol
86353218,2009-04-18T15:14:35Z,i need to exercise more. i need to lose weight. its so difficult to do  i am a fatty waaagh.
86590934,2009-04-18T15:53:51Z,@sabrinabryan i'm so sorry. i'll pray for your family. 
86649377,2009-04-18T16:03:16Z,watching where the heart is. family is off to maryland and i'm sad 
86655665,2009-04-18T16:04:21Z,"@kckaseyjames i haven't gotten an opportunity to record, because i don't have a band or anyone to write the background music. "
86673226,2009-04-18T16:07:13Z,"i am historically sick at the moment. seriously, it's epic.  "
86708668,2009-04-18T16:13:02Z,i miss my family 
87915990,2009-04-18T19:31:14Z,going to germany. miss my family.   views great. no i did not steal that from my movie. it really is.
87949866,2009-04-18T19:36:56Z,is behind 5 smokers in a long ass line to a bar that is blasting some bs music. this is my hell. 
87971338,2009-04-18T19:40:38Z,@mikaylamiles where do you find your motivation?  i used to run everyday!  now i have to practically force myself to exercise 
87999531,2009-04-18T19:45:24Z,@jwhof thank you again for your help. his family will be devastated after he has survived so much. 
88005016,2009-04-18T19:46:22Z,"@lyssy51 i just don't run anymore. had to tone down on the amount of exercise for a while, and only walk when necessary. not fun.. "
88005153,2009-04-18T19:46:25Z,what happened to my music   #asot400
88084817,2009-04-18T20:00:29Z,@awesomebrian as much as it sucks he is there...retirement time 
88090103,2009-04-18T20:01:26Z,just got back from the movies! i need to go to allisons but she wont call me 
88092909,2009-04-18T20:01:53Z,all re movies got deleted off my ipod! they aren't on my compy anymore either 
88094889,2009-04-18T20:02:18Z,@selenafans its over now  but i watched it. its one of my favorite movies
88173696,2009-04-18T20:16:36Z,i'm too sleep deprived to enjoy all this house music i'm playing - i will never stay up till 4:30 am only to get up for school at 6am    
88203272,2009-04-18T20:22:09Z,is exhausted and not feeling well. hope @j_ohhhh is having fun at movies since he bailed on me 
88224013,2009-04-18T20:26:10Z,@musicaesbelleza i know. i looove it. how are you babby. long time not talk 
88229991,2009-04-18T20:27:18Z,@race_12_1 i was afraid of that  would it be wrong to skip out on m brother's gig even though the entire family's going? :p *sob*
88243816,2009-04-18T20:30:00Z,"wants to go to a club and listen to some good music, then she woke up and saw that that doesn't exist here "
88248804,2009-04-18T20:30:52Z,@jonathanrknight wish i was a fly on the wall in that room!  dance sing wishin i was there-family came first. god wish i was there! 
88249603,2009-04-18T20:31:01Z,@songzyuuup wat is the name of ur mixtape with &quot;r u a performer&quot; &amp; &quot;do u kno what la pearla is&quot; i lost all my music and i ? that mixtape 
